"年","月","日","時","分","縣市","區","死","受傷","2-30","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","受傷程度","主要傷處","保護裝備","行動電話","當事者區分(類別)","車輛用途","當事者行動狀態","駕駛資格情形","駕駛執照種類","飲酒情形","車輛撞擊部位最初","車輛撞擊部位其他","肇事因素個別","肇事因素主要","肇事逃逸","職業","旅次目的","車種","GPS座標(緯度)","GPS座標(經度)","事故類別"
"2019","8","19","14","57","臺中市","北屯區","0","1","0","7","1","5","40","14","8","1","4","4","5","7","4","4","1","4","4","2","18","23","2","9","3","4","C03","7","9","1","10","2","15","","23","23","1","21","8","C03","24.175656","120.670658","2"
"2019","8","19","15","0","臺中市","大雅區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","7","","1","22","","B03","24.225529","120.645354","4"
"2019","8","19","15","4","臺中市","北區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","","","B03","24.158401","120.695157","3"
"2019","8","19","15","10","臺中市","北區","0","0","0","8","","","30","","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","23","","1","5","","B03","24.14971","120.6848","3"
"2019","8","19","15","15","臺中市","后里區","0","1","0","6","1","5","40","3","1","1","4","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","C03","7","5","1","10","2","11","","6","6","1","4","5","C03","24.315938","120.719305","2"
"2019","8","19","15","20","臺中市","后里區","0","0","0","6","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.305215","120.710033","3"
"2019","8","19","15","33","臺中市","霧峰區","0","2","0","6","1","5","30","3","1","1","4","4","5","7","4","4","10","5","5","1","16","6","2","9","4","1","F01","7","5","8","20","2","16","","6","6","1","4","8","F01","24.079908","120.714754","2"
"2019","8","19","15","37","臺中市","豐原區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","22","","B03","24.250492","120.707154","3"
"2019","8","19","15","45","臺中市","太平區","0","1","0","7","1","5","50","14","9","1","4","4","5","7","2","1","5","5","5","1","17","1","2","8","1","1","C03","7","4","1","8","2","13","","1","1","1","5","8","C03","24.139751","120.71496","2"
"2019","8","19","15","46","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","40","","1","","","B12","24.163391","120.645785","3"
"2019","8","19","15","53","臺中市","西屯區","0","0","0","6","1","5","50","4","1","1","4","4","5","7","1","1","10","5","5","2","16","23","3","10","3","4","B03","7","9","1","8","2","7","","23","23","1","22","9","B03","24.185392","120.640129","3"
"2019","8","19","15","58","臺中市","西區","0","1","0","7","1","5","50","14","9","1","4","4","5","7","4","4","4","4","5","2","18","42","2","9","1","1","C03","7","9","1","10","2","12","","42","42","1","22","9","C03","24.142238","120.66177","2"
"2019","8","19","15","59","臺中市","清水區","0","1","0","6","1","5","40","3","1","1","4","4","5","7","4","4","10","5","5","2","17","6","3","10","1","1","B03","7","5","1","8","2","15","","6","6","1","5","8","B03","24.282925","120.573106","2"
"2019","8","19","16","0","臺中市","西屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.180333","120.63899","3"
"2019","8","19","16","0","臺中市","潭子區","0","1","0","6","1","5","60","4","1","1","4","4","5","7","1","1","1","4","5","1","16","6","3","10","1","1","C03","7","6","1","10","2","12","","6","6","1","18","8","C03","24.200883","120.703386","2"
"2019","8","19","16","6","臺中市","烏日區","0","1","0","8","1","5","40","4","1","1","5","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","6","1","8","2","8","","6","6","1","21","1","B03","24.099375","120.640506","2"
"2019","8","19","16","15","臺中市","大里區","0","1","0","6","2","5","50","14","9","1","4","4","1","7","4","4","10","5","5","2","18","23","2","8","1","1","C03","7","11","1","10","2","14","","23","23","1","5","8","C03","24.087326","120.702105","2"
"2019","8","19","16","15","臺中市","大雅區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","22","","B03","24.221778","120.648256","3"
"2019","8","19","16","20","臺中市","北區","0","1","0","7","1","5","50","4","1","1","5","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B02","7","6","1","8","2","5","","6","6","1","22","9","B02","24.168484","120.679931","2"
"2019","8","19","16","20","臺中市","神岡區","0","0","0","6","1","","50","","","","","","","","","","","","","","","16","","","","","B03","","","1","","2","","","16","16","1","22","","B03","24.246741","120.685466","3"
"2019","8","19","16","40","臺中市","大里區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","5","","B03","24.085108","120.71214","3"
"2019","8","19","16","40","臺中市","梧棲區","0","0","0","6","","","70","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","","","B03","24.258167","120.526706","3"
"2019","8","19","16","43","臺中市","西區","0","0","0","8","","","50","","","","","","","","","","","","","","","","3","","","","B03","","","1","","2","","","12","","","21","","B03","24.135136","120.656222","3"
"2019","8","19","16","44","臺中市","西區","0","1","0","7","1","5","50","5","1","1","5","4","5","7","1","1","5","2","4","2","16","26","3","10","1","1","B12","7","6","1","8","2","6","","26","26","1","22","8","B12","24.132126","120.668799","2"
"2019","8","19","16","44","臺中市","北區","0","1","0","8","1","5","50","14","9","1","5","4","5","7","1","1","9","2","5","2","13","16","3","10","1","1","B03","7","9","1","8","2","1","","16","16","1","5","8","B03","24.1532","120.6986","2"
"2019","8","19","16","51","臺中市","潭子區","0","0","0","6","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","","21","","B03","24.211766","120.690113","3"
"2019","8","19","16","58","臺中市","潭子區","0","0","0","8","","","40","","","","","","","","","","","","","","","42","","","","","","","","8","","10","","","67","42","1","","","","24.193378","120.723028","3"
"2019","8","19","17","9","臺中市","潭子區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","26","","","21","","B03","24.210308","120.709753","3"
"2019","8","19","17","10","臺中市","太平區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","A12","","","1","","2","","","43","","1","23","","A12","24.130619","120.72414","3"
"2019","8","19","17","13","臺中市","大雅區","0","2","0","6","1","5","40","4","2","1","4","4","5","7","3","1","10","5","5","2","16","6","2","9","1","5","F02","7","9","8","20","2","16","","6","6","1","22","8","F02","24.239478","120.667207","2"
"2019","8","19","17","14","臺中市","烏日區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B12","","","1","","3","","","12","","1","22","","B12","24.116535","120.614972","3"
"2019","8","19","17","20","臺中市","西區","0","1","0","6","1","5","40","4","1","1","4","4","5","7","1","1","10","5","5","2","16","6","3","10","1","1","B03","7","6","1","8","2","5","","6","6","1","22","9","B03","24.131463","120.667648","2"
"2019","8","19","17","24","臺中市","豐原區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","26","","1","4","","B03","24.277925","120.722266","3"
"2019","8","19","17","27","臺中市","南屯區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","22","","B03","24.153632","120.645828","3"
"2019","8","19","17","27","臺中市","潭子區","0","2","0","6","1","5","80","14","9","1","4","4","5","7","4","4","9","4","4","1","13","16","3","10","1","1","B12","7","9","1","8","2","1","","16","16","1","10","3","B12","24.2009","120.701083","2"
"2019","8","19","17","29","臺中市","清水區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","12","","B03","24.279506","120.564564","3"
"2019","8","19","17","30","臺中市","西屯區","0","0","0","6","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","11","","","17","","2","22","","B03","24.189183","120.618393","3"
"2019","8","19","17","30","臺中市","烏日區","0","1","0","7","1","5","40","4","1","1","4","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","5","1","8","2","8","","6","6","1","21","8","B03","24.080708","120.644378","2"
"2019","8","19","17","30","臺中市","大甲區","0","1","0","6","1","5","50","3","1","1","4","4","5","7","4","4","10","5","5","2","16","6","3","10","1","1","B03","7","6","1","7","2","2","","6","6","1","9","8","B03","24.344132","120.626108","2"
"2019","8","19","17","33","臺中市","西屯區","0","0","0","8","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","16","","1","22","","B03","24.162696","120.628531","3"
"2019","8","19","17","35","臺中市","北屯區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","","","B03","24.175519","120.689765","3"
"2019","8","19","17","36","臺中市","北屯區","0","1","0","6","1","5","50","14","7","1","4","4","5","7","4","4","5","5","4","2","17","43","3","10","3","4","B03","7","15","1","8","2","15","","43","43","1","21","8","B03","24.168631","120.68638","2"
"2019","8","19","17","39","臺中市","新社區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","9","","1","22","","B03","24.19284","120.813408","3"
"2019","8","19","17","40","臺中市","神岡區","0","0","0","6","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","6","","1","21","","B03","24.254944","120.687759","3"
"2019","8","19","17","48","臺中市","南區","0","0","0","6","","","50","","","","","","","","","","","","","","","","3","","","","B03","","","1","","2","","","23","","1","21","","B03","24.119581","120.651171","3"
"2019","8","19","17","50","臺中市","梧棲區","0","1","0","8","1","5","50","4","2","1","4","4","5","6","4","4","10","4","5","2","13","23","2","9","1","1","C03","7","9","1","10","2","11","","23","23","1","9","1","C03","24.246147","120.535596","2"
"2019","8","19","17","53","臺中市","太平區","0","1","0","6","3","5","50","3","1","1","4","4","5","7","4","4","5","5","5","2","16","26","3","10","1","1","B12","7","5","1","8","2","8","","26","26","1","5","1","B12","24.149187","120.721267","2"
"2019","8","19","17","54","臺中市","大里區","0","3","0","6","3","5","80","14","8","1","4","4","5","7","4","4","1","4","5","1","13","16","2","2","1","1","B12","7","9","1","8","2","1","","16","16","1","12","8","B12","24.098648","120.68864","2"
"2019","8","19","17","55","臺中市","梧棲區","0","0","0","6","","","60","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","2","","B03","24.245532","120.548142","3"
"2019","8","19","17","56","臺中市","大雅區","0","1","0","6","3","5","50","14","8","1","4","4","5","7","1","1","1","4","4","1","12","1","3","10","1","1","C03","7","4","1","10","2","12","","1","1","1","22","8","C03","24.229928","120.641643","2"
"2019","8","19","18","0","臺中市","后里區","0","0","0","6","","","40","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","12","","1","4","","B03","24.304618","120.719646","4"
"2019","8","19","18","0","臺中市","大雅區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","40","","1","22","","B03","24.24175","120.629223","4"
"2019","8","19","18","7","臺中市","西屯區","0","0","0","8","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","4","","B03","24.179891","120.645066","3"
"2019","8","19","18","10","臺中市","太平區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","26","","1","22","","B03","24.133716","120.721212","3"
"2019","8","19","18","10","臺中市","大安區","0","1","0","6","3","5","50","4","1","1","4","4","5","7","3","1","10","5","5","2","17","19","3","10","1","1","B03","7","1","1","8","2","8","","19","19","1","9","8","B03","24.345741","120.587016","2"
"2019","8","19","18","16","臺中市","大甲區","0","0","0","6","","","50","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","6","","1","22","","B03","24.347213","120.619985","3"
"2019","8","19","18","18","臺中市","豐原區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","23","","1","4","","B03","24.236505","120.722465","3"
"2019","8","19","18","25","臺中市","西屯區","0","1","0","8","3","5","40","14","9","1","4","4","5","7","4","4","10","5","5","2","29","43","2","9","1","1","C03","7","9","1","10","2","11","","43","43","1","22","8","C03","24.174076","120.637584","2"
"2019","8","19","18","30","臺中市","南區","0","1","0","8","3","5","50","14","9","1","5","4","5","7","4","4","1","5","5","2","13","23","2","8","1","1","C03","7","9","1","10","2","11","","23","23","1","4","8","C03","24.119611","120.648521","2"
"2019","8","19","18","30","臺中市","豐原區","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","B12","","","1","","2","","","10","","","","","B12","24.239644","120.722251","3"
"2019","8","19","18","32","臺中市","南區","0","0","0","8","","","50","","","","","","","","","","","","","","","23","","","","","B03","","","1","","2","","","23","23","1","5","","B03","24.118843","120.679376","3"
